transaction_id,customer_id,card_number_last4,card_type,transaction_date,transaction_time,amount,merchant_name,merchant_category,merchant_category_code,city,state,terminal_id,response_code,spending_pattern
TXN_00004659,CUST_000622,5858,Mastercard,2024-08-07,21:42:09,322.83,Duane Reade,Pharmacy,5122,Lowell,MA,TRM_936337,00,moderate
TXN_00001616,CUST_000345,9274,Mastercard,2024-08-07,21:54:04,102.9,Pizza Hut,Restaurant,5812,St. Petersburg,FL,TRM_501793,00,high_spender
TXN_00001309,CUST_000563,7593,Discover,2024-08-07,23:21:01,55.79,Casino,Entertainment,7841,Mesa,AZ,TRM_134297,00,conservative
TXN_00002677,CUST_000652,7014,Mastercard,2024-08-08,00:33:12,87.32,Subway,Restaurant,5814,Winston-Salem,NC,TRM_979257,00,moderate
TXN_00000471,CUST_000250,7474,Discover,2024-08-08,08:21:33,29.22,Exxon,Gas Station,5541,Hampton,VA,TRM_816160,00,conservative
TXN_00001108,CUST_000357,9985,Mastercard,2024-08-08,10:50:48,180.01,JCPenney,Department Store,5311,Mesa,AZ,TRM_637547,00,conservative
TXN_00000343,CUST_000179,3021,Visa,2024-08-08,14:27:04,49.37,Mobil,Gas Station,5542,Spokane,WA,TRM_389707,00,conservative
TXN_00000569,CUST_000301,8439,Visa,2024-08-08,16:19:29,1.31,JCPenney,Department Store,5311,Tampa,FL,TRM_359816,00,conservative
TXN_00002131,CUST_000647,7088,Visa,2024-08-08,18:41:06,8.34,Whole Foods,Grocery,5499,Boston,MA,TRM_942629,00,conservative
TXN_00001301,CUST_000599,1585,Visa,2024-08-08,19:57:23,59.21,Valero,Gas Station,5541,Lansing,MI,TRM_939175,00,moderate
TXN_00000483,CUST_000657,1042,American Express,2024-08-08,20:48:50,543.24,Gas Station ATM,ATM,6011,Detroit,MI,TRM_315213,00,high_spender
TXN_00003224,CUST_000794,2229,American Express,2024-08-08,21:06:35,193.47,Best Buy Online,Online Retail,5999,Fort Lauderdale,FL,TRM_273115,00,high_spender
TXN_00003691,CUST_000014,1585,Mastercard,2024-08-09,08:35:02,4.21,Target,Grocery,5411,Boston,MA,TRM_448765,00,moderate
TXN_00001692,CUST_000384,1686,Visa,2024-08-09,11:43:31,110.96,Safeway,Grocery,5411,Warren,MI,TRM_501556,00,moderate
TXN_00003782,CUST_000544,1871,Visa,2024-08-09,12:59:40,154.32,Macy's,Department Store,5311,Macon,GA,TRM_578971,00,conservative
TXN_00003946,CUST_000620,5810,Discover,2024-08-09,13:48:52,204.28,Zappos,Online Retail,5969,Brockton,MA,TRM_661125,00,high_spender
TXN_00003176,CUST_000285,9095,American Express,2024-08-09,15:02:49,91.7,Walgreens,Pharmacy,5122,Tucson,AZ,TRM_243130,00,high_spender
TXN_00003149,CUST_000654,3544,Mastercard,2024-08-09,16:15:23,34.31,Zappos,Online Retail,5999,Arlington,TX,TRM_383762,00,conservative
TXN_00000876,CUST_000516,9832,Discover,2024-08-09,18:28:51,635.56,Credit Union ATM,ATM,6012,Cambridge,MA,TRM_296497,00,high_spender
TXN_00002238,CUST_000284,8454,Discover,2024-08-09,19:17:54,639.55,Best Buy Online,Online Retail,5999,Cleveland,OH,TRM_713848,05,high_spender
TXN_00002442,CUST_000171,0029,Mastercard,2024-08-09,20:50:55,68.92,Domino's,Restaurant,5812,Paterson,NJ,TRM_254631,00,moderate
TXN_00001546,CUST_000648,9827,American Express,2024-08-09,21:24:35,136.61,Target,Grocery,5411,Fort Worth,TX,TRM_158885,00,moderate
TXN_00003153,CUST_000347,7132,Discover,2024-08-09,22:36:26,151.4,Walmart,Grocery,5499,Glendale,AZ,TRM_473071,00,moderate
TXN_00003087,CUST_000616,8506,Visa,2024-08-10,05:57:28,84.85,Chipotle,Restaurant,5812,Cary,NC,TRM_475074,00,moderate
TXN_00002982,CUST_000308,0381,Visa,2024-08-10,09:18:02,100.07,Publix,Grocery,5411,Savannah,GA,TRM_334041,00,high_spender
TXN_00001946,CUST_000343,9229,Visa,2024-08-10,11:19:21,42.76,Walgreens,Pharmacy,5122,Ann Arbor,MI,TRM_329302,00,high_spender
TXN_00003234,CUST_000169,6342,Mastercard,2024-08-10,12:34:31,45.22,Olive Garden,Restaurant,5812,Evanston,IL,TRM_839930,00,conservative
TXN_00001625,CUST_000352,8076,Visa,2024-08-10,14:30:59,69.56,Panera,Restaurant,5812,Tallahassee,FL,TRM_713433,00,conservative
TXN_00001590,CUST_000125,0079,Mastercard,2024-08-10,16:35:28,85.07,Nordstrom,Department Store,5399,Seattle,WA,TRM_842428,00,high_spender
TXN_00003404,CUST_000685,9336,Discover,2024-08-10,18:22:06,117.95,Chevron,Gas Station,5541,Durham,NC,TRM_431943,00,high_spender
TXN_00004592,CUST_000387,0196,Discover,2024-08-10,18:25:41,179.26,Credit Union ATM,ATM,6011,Dearborn,MI,TRM_249022,00,moderate
TXN_00002134,CUST_000085,6901,Visa,2024-08-10,18:36:34,300.89,Toll Road,Transportation,4121,Everett,WA,TRM_269219,00,high_spender
TXN_00001436,CUST_000175,0637,Mastercard,2024-08-10,19:19:17,63.35,Shell,Gas Station,5541,Cleveland,OH,TRM_511953,00,high_spender
TXN_00000026,CUST_000531,2162,Visa,2024-08-10,21:56:24,14.3,Pizza Hut,Restaurant,5814,Bellevue,WA,TRM_710496,00,moderate
TXN_00004599,CUST_000044,8000,American Express,2024-08-11,07:48:57,31.4,Walgreens,Pharmacy,5122,Cincinnati,OH,TRM_590176,00,moderate
TXN_00004009,CUST_000638,6821,American Express,2024-08-11,08:19:16,141.17,Target,Grocery,5411,Lakewood,NJ,TRM_917283,00,moderate
TXN_00001752,CUST_000027,1638,Mastercard,2024-08-11,08:44:31,34.21,BP,Gas Station,5542,Gilbert,AZ,TRM_877425,00,conservative
TXN_00004142,CUST_000244,2537,Discover,2024-08-11,09:03:07,7.27,Lyft,Transportation,4111,Newark,NJ,TRM_122346,00,moderate
TXN_00002959,CUST_000452,7636,Visa,2024-08-11,10:49:56,46.78,Duane Reade,Pharmacy,5122,Sandy Springs,GA,TRM_465485,00,conservative
TXN_00002490,CUST_000467,6989,Discover,2024-08-11,11:10:48,117.48,CVS,Pharmacy,5912,Corpus Christi,TX,TRM_639303,00,high_spender
TXN_00004203,CUST_000631,6968,Discover,2024-08-11,14:26:36,2682.24,Urgent Care,Healthcare,8021,Columbus,GA,TRM_504573,00,high_spender
TXN_00000943,CUST_000554,0843,Mastercard,2024-08-11,15:57:24,1355.78,Fry's Electronics,Electronics,5045,Augusta,GA,TRM_392189,05,moderate
TXN_00003939,CUST_000697,7127,American Express,2024-08-11,17:58:55,55.38,Walmart,Grocery,5411,Augusta,GA,TRM_178799,00,high_spender
TXN_00000462,CUST_000647,7531,Visa,2024-08-11,20:46:51,64.75,Theme Park,Entertainment,7832,Cambridge,MA,TRM_618325,00,conservative
TXN_00004699,CUST_000064,8845,Visa,2024-08-11,21:22:21,112.75,Movie Theater,Entertainment,7841,Sandy Springs,GA,TRM_292873,00,moderate
TXN_00001047,CUST_000759,8345,Discover,2024-08-11,21:40:09,124.3,McDonald's,Restaurant,5812,Dallas,TX,TRM_221867,05,moderate
TXN_00001666,CUST_000455,5161,American Express,2024-08-11,23:01:36,117.2,Subway,Restaurant,5812,Rockford,IL,TRM_250956,00,moderate
TXN_00002180,CUST_000487,4396,Visa,2024-08-12,00:24:16,563.78,Specialist Clinic,Healthcare,8021,Seattle,WA,TRM_905258,00,conservative
TXN_00000329,CUST_000080,2196,American Express,2024-08-12,05:13:14,335.96,Convenience Store ATM,ATM,6011,Sterling Heights,MI,TRM_879758,00,moderate
TXN_00000513,CUST_000600,0384,Visa,2024-08-12,05:14:07,18.69,Publix,Grocery,5411,Arlington,TX,TRM_230924,00,moderate
TXN_00002748,CUST_000256,6703,American Express,2024-08-12,05:36:32,399.48,Gas Station ATM,ATM,6011,Virginia Beach,VA,TRM_233892,00,moderate
TXN_00001910,CUST_000578,3879,Mastercard,2024-08-12,08:19:32,1690.96,Urgent Care,Healthcare,8021,Newport News,VA,TRM_337930,00,high_spender
TXN_00002620,CUST_000755,9181,Visa,2024-08-12,10:17:19,299.45,Etsy,Online Retail,5999,Jacksonville,FL,TRM_698426,00,moderate
TXN_00003238,CUST_000464,8741,American Express,2024-08-12,13:06:20,537.73,Credit Union ATM,ATM,6012,Buffalo,NY,TRM_370730,00,high_spender
TXN_00003628,CUST_000271,0263,Mastercard,2024-08-12,13:51:14,269.9,Credit Union ATM,ATM,6011,New York,NY,TRM_559359,00,conservative
TXN_00004533,CUST_000016,8789,Visa,2024-08-12,16:37:01,101.63,Whole Foods,Grocery,5499,Dearborn,MI,TRM_344917,00,conservative
TXN_00004139,CUST_000430,6272,Visa,2024-08-12,17:05:56,411.88,Amazon,Online Retail,5969,Pittsburgh,PA,TRM_473427,00,high_spender
TXN_00001310,CUST_000225,4227,Visa,2024-08-12,17:52:15,100.47,Valero,Gas Station,5542,Edison,NJ,TRM_385690,00,moderate
TXN_00001046,CUST_000444,5798,Visa,2024-08-12,19:17:31,56.06,Convenience Store ATM,ATM,6012,Lakewood,NJ,TRM_976786,00,conservative
TXN_00004443,CUST_000101,5916,American Express,2024-08-12,19:35:57,28.12,McDonald's,Restaurant,5812,Dearborn,MI,TRM_738243,00,conservative
TXN_00002184,CUST_000115,7567,Discover,2024-08-12,19:43:05,50.0,Olive Garden,Restaurant,5814,Norfolk,VA,TRM_828180,00,moderate
TXN_00003703,CUST_000752,6322,Visa,2024-08-12,19:55:23,201.64,Marathon,Gas Station,5542,Cary,NC,TRM_939154,00,high_spender
TXN_00003726,CUST_000747,4231,American Express,2024-08-12,20:05:28,94.54,Panera,Restaurant,5814,Sacramento,CA,TRM_394095,00,high_spender
TXN_00003491,CUST_000691,1212,Discover,2024-08-13,05:45:44,80.84,Concert Hall,Entertainment,7832,Dearborn,MI,TRM_357643,00,high_spender
TXN_00003755,CUST_000098,0249,Discover,2024-08-13,18:34:35,205.28,Sunoco,Gas Station,5541,Dearborn,MI,TRM_174306,00,high_spender
TXN_00000284,CUST_000178,0801,Discover,2024-08-13,18:43:18,143.21,Walmart,Grocery,5411,Cincinnati,OH,TRM_140785,00,moderate
TXN_00003154,CUST_000283,6624,Visa,2024-08-13,19:43:11,62.08,Sunoco,Gas Station,5541,Cambridge,MA,TRM_896913,00,moderate
TXN_00003695,CUST_000185,3516,American Express,2024-08-13,21:18:30,257.18,Subway,Restaurant,5814,Toledo,OH,TRM_155541,00,high_spender
TXN_00001983,CUST_000643,0695,Discover,2024-08-13,23:28:45,125.23,Best Buy Online,Online Retail,5999,Spokane,WA,TRM_934055,00,conservative
TXN_00003413,CUST_000587,6707,American Express,2024-08-14,01:43:58,596.07,Credit Union ATM,ATM,6011,Tucson,AZ,TRM_813606,00,high_spender
TXN_00003465,CUST_000369,9681,Discover,2024-08-14,05:09:54,33.59,Exxon,Gas Station,5541,Norfolk,VA,TRM_125960,61,high_spender
TXN_00000705,CUST_000125,0605,Mastercard,2024-08-14,07:05:05,87.86,Marathon,Gas Station,5542,Cheektowaga,NY,TRM_965775,00,high_spender
TXN_00000455,CUST_000618,5963,Discover,2024-08-14,08:55:05,16.11,Marathon,Gas Station,5542,Tacoma,WA,TRM_211553,00,moderate
TXN_00004306,CUST_000785,6031,American Express,2024-08-14,11:18:44,30.42,Olive Garden,Restaurant,5814,Charlotte,NC,TRM_401331,00,moderate
TXN_00003312,CUST_000421,3252,Visa,2024-08-14,14:32:05,99.91,Best Buy Online,Online Retail,5969,St. Petersburg,FL,TRM_825928,00,conservative
TXN_00004128,CUST_000352,6327,Visa,2024-08-14,14:32:19,898.97,Lab Services,Healthcare,8011,Tallahassee,FL,TRM_867479,00,conservative
TXN_00000859,CUST_000768,0058,Discover,2024-08-14,18:00:00,37.86,Mobil,Gas Station,5541,Bellevue,WA,TRM_320195,00,moderate
TXN_00000339,CUST_000048,7931,Mastercard,2024-08-14,18:14:53,236.05,Starbucks,Restaurant,5814,Long Beach,CA,TRM_757480,00,high_spender
TXN_00001451,CUST_000729,4815,Visa,2024-08-14,18:32:25,227.35,Kroger,Grocery,5499,Quincy,MA,TRM_937867,00,high_spender
TXN_00003725,CUST_000541,5591,American Express,2024-08-14,19:43:23,14.19,Subway,Restaurant,5812,Dayton,OH,TRM_156859,00,conservative
TXN_00002639,CUST_000005,2506,American Express,2024-08-14,20:10:47,23.29,Domino's,Restaurant,5814,Erie,PA,TRM_538885,00,conservative
TXN_00000123,CUST_000428,8367,American Express,2024-08-14,20:44:11,133.63,Bowling Alley,Entertainment,7841,Houston,TX,TRM_647227,00,high_spender
TXN_00000254,CUST_000183,2445,American Express,2024-08-14,21:41:55,55.56,Theme Park,Entertainment,7832,Toms River,NJ,TRM_291929,00,conservative
TXN_00002572,CUST_000536,2507,American Express,2024-08-15,00:31:58,68.17,Duane Reade,Pharmacy,5122,Fort Lauderdale,FL,TRM_637688,00,moderate
TXN_00002331,CUST_000372,6972,Mastercard,2024-08-15,06:51:30,63.32,Pizza Hut,Restaurant,5812,Newark,NJ,TRM_429984,00,moderate
TXN_00000500,CUST_000666,4510,Discover,2024-08-15,07:23:34,70.18,Chevron,Gas Station,5542,El Paso,TX,TRM_868265,00,conservative
TXN_00004013,CUST_000375,8846,Visa,2024-08-15,08:53:39,367.68,Bank ATM,ATM,6012,Cary,NC,TRM_256249,00,moderate
TXN_00002827,CUST_000341,8088,American Express,2024-08-15,11:29:54,44.5,Safeway,Grocery,5499,Sacramento,CA,TRM_789728,00,moderate
TXN_00004261,CUST_000739,4247,American Express,2024-08-15,11:50:41,46.69,Olive Garden,Restaurant,5814,Hampton,VA,TRM_367270,00,high_spender
TXN_00001245,CUST_000797,5754,Discover,2024-08-15,11:54:20,114.27,Duane Reade,Pharmacy,5912,Rochester,NY,TRM_297446,00,high_spender
TXN_00002284,CUST_000116,5646,American Express,2024-08-15,14:22:24,217.02,Macy's,Department Store,5399,Yonkers,NY,TRM_964805,00,conservative
TXN_00001281,CUST_000467,0298,Discover,2024-08-15,15:21:46,148.45,Nordstrom,Department Store,5311,Fort Worth,TX,TRM_247399,00,high_spender
TXN_00000531,CUST_000782,2012,Discover,2024-08-15,17:02:05,205.76,Subway,Restaurant,5812,Athens,GA,TRM_881665,00,high_spender
TXN_00003955,CUST_000282,8432,Visa,2024-08-15,17:30:00,103.48,Publix,Grocery,5411,Phoenix,AZ,TRM_289340,00,conservative
TXN_00004528,CUST_000189,1581,Visa,2024-08-15,18:32:43,3.81,Parking Garage,Transportation,4111,Tacoma,WA,TRM_651332,00,conservative
TXN_00001053,CUST_000708,4060,Discover,2024-08-15,18:35:45,134.88,BP,Gas Station,5542,Hampton,VA,TRM_763038,00,high_spender
TXN_00000645,CUST_000049,1856,Mastercard,2024-08-15,18:45:56,86.47,Sports Arena,Entertainment,7841,Paterson,NJ,TRM_747763,00,high_spender
TXN_00000762,CUST_000052,3903,American Express,2024-08-15,19:15:47,56.35,Mobil,Gas Station,5542,Norfolk,VA,TRM_208158,00,high_spender
TXN_00001208,CUST_000756,7194,Mastercard,2024-08-15,23:33:18,148.04,Wayfair,Online Retail,5999,Greensboro,NC,TRM_142394,00,moderate
TXN_00000557,CUST_000200,1724,Discover,2024-08-16,01:58:37,12.42,Walgreens,Pharmacy,5122,Bellevue,WA,TRM_929768,00,moderate
TXN_00000281,CUST_000094,8922,Discover,2024-08-16,03:12:27,51.47,CVS,Pharmacy,5122,Springfield,MA,TRM_298536,00,high_spender
TXN_00004564,CUST_000553,8111,American Express,2024-08-16,05:28:48,92.51,Pharmacy Plus,Pharmacy,5912,Long Beach,CA,TRM_572486,00,high_spender
TXN_00000267,CUST_000471,0056,Visa,2024-08-16,05:41:54,99.38,Chipotle,Restaurant,5814,Lancaster,PA,TRM_107108,00,conservative
TXN_00001522,CUST_000282,2090,Visa,2024-08-16,08:20:33,121.38,Target,Grocery,5499,Glendale,AZ,TRM_900917,00,conservative
TXN_00002673,CUST_000080,7757,American Express,2024-08-16,08:59:30,310.7,Target.com,Online Retail,5969,Sterling Heights,MI,TRM_171129,00,moderate
TXN_00003977,CUST_000509,0685,Mastercard,2024-08-16,09:27:35,40.9,Mobil,Gas Station,5541,New Rochelle,NY,TRM_513661,00,conservative
TXN_00000003,CUST_000267,7444,American Express,2024-08-16,09:50:33,94.27,Kroger,Grocery,5411,Houston,TX,TRM_338303,00,conservative
TXN_00004642,CUST_000115,6301,Discover,2024-08-16,10:35:41,382.23,Urgent Care,Healthcare,8021,Parma,OH,TRM_744289,00,moderate
TXN_00000730,CUST_000312,1045,Discover,2024-08-16,12:07:40,67.78,Macy's,Department Store,5311,Roswell,GA,TRM_243020,00,moderate
TXN_00000477,CUST_000724,7586,Discover,2024-08-16,14:56:10,2320.27,JCPenney,Department Store,5399,Tampa,FL,TRM_517326,00,high_spender
TXN_00001795,CUST_000588,5847,Mastercard,2024-08-16,15:39:47,353.09,Dental Office,Healthcare,8021,Lancaster,PA,TRM_151318,00,moderate
TXN_00003870,CUST_000008,4727,Discover,2024-08-16,17:16:50,84.43,Starbucks,Restaurant,5814,Toledo,OH,TRM_931349,00,moderate
TXN_00000140,CUST_000300,9517,Discover,2024-08-16,19:16:21,249.75,Zappos,Online Retail,5969,Spokane,WA,TRM_196551,00,high_spender
TXN_00003513,CUST_000236,7435,American Express,2024-08-16,20:15:10,311.24,Zappos,Online Retail,5999,Raleigh,NC,TRM_141840,00,conservative
TXN_00003241,CUST_000273,0192,Mastercard,2024-08-16,21:02:16,107.46,Target,Grocery,5411,Dayton,OH,TRM_938239,00,moderate
TXN_00001599,CUST_000367,2251,Visa,2024-08-16,23:23:17,53.15,Casino,Entertainment,7841,Augusta,GA,TRM_409253,00,moderate
TXN_00004709,CUST_000798,8071,Mastercard,2024-08-17,08:00:46,13.97,Public Transit,Transportation,4121,Sterling Heights,MI,TRM_739118,00,moderate
TXN_00000417,CUST_000085,5279,Visa,2024-08-17,10:23:09,155.82,Target,Grocery,5411,Bethlehem,PA,TRM_256735,00,high_spender
TXN_00003587,CUST_000339,7400,Discover,2024-08-17,11:14:51,31.21,Wegmans,Grocery,5499,Renton,WA,TRM_288426,00,moderate
TXN_00003365,CUST_000275,4613,Mastercard,2024-08-17,12:21:52,56.14,Domino's,Restaurant,5814,Quincy,MA,TRM_821111,00,conservative
TXN_00003737,CUST_000395,7856,Visa,2024-08-17,14:20:11,86.63,Marriott,Hotel,7011,Tucson,AZ,TRM_103838,00,conservative
TXN_00000277,CUST_000274,9558,Discover,2024-08-17,15:00:39,22.31,Convenience Store ATM,ATM,6011,Aurora,IL,TRM_912439,14,conservative
TXN_00003374,CUST_000718,0068,Mastercard,2024-08-17,16:10:34,77.8,Costco,Grocery,5499,Portsmouth,VA,TRM_520606,00,moderate
TXN_00001857,CUST_000632,4269,American Express,2024-08-17,17:28:35,64.65,BP,Gas Station,5541,Peoria,IL,TRM_811936,14,moderate
TXN_00001674,CUST_000648,5601,American Express,2024-08-17,18:17:42,116.58,Whole Foods,Grocery,5499,Corpus Christi,TX,TRM_314926,00,moderate
TXN_00001703,CUST_000534,8196,Visa,2024-08-17,18:22:49,64.83,Valero,Gas Station,5541,Sterling Heights,MI,TRM_296255,00,moderate
TXN_00004189,CUST_000553,3963,American Express,2024-08-17,18:33:47,169.31,Safeway,Grocery,5499,Oakland,CA,TRM_952307,00,high_spender
TXN_00002576,CUST_000622,5917,Mastercard,2024-08-17,19:45:11,545.67,Credit Union ATM,ATM,6011,New Bedford,MA,TRM_546482,00,moderate
TXN_00002377,CUST_000682,8912,Visa,2024-08-17,20:38:50,229.03,McDonald's,Restaurant,5812,Vancouver,WA,TRM_559759,00,high_spender
TXN_00000802,CUST_000541,8060,American Express,2024-08-17,21:14:40,45.59,McDonald's,Restaurant,5812,Columbus,OH,TRM_502582,00,conservative
TXN_00002228,CUST_000595,0356,Mastercard,2024-08-17,21:40:23,1359.32,Micro Center,Electronics,5045,Grand Rapids,MI,TRM_833120,00,high_spender
TXN_00003490,CUST_000530,1651,Visa,2024-08-17,22:30:28,75.69,Best Buy Online,Online Retail,5999,Newark,NJ,TRM_233266,00,conservative
TXN_00002040,CUST_000403,1317,Mastercard,2024-08-18,00:47:23,83.68,Chipotle,Restaurant,5812,Dearborn,MI,TRM_153659,00,conservative
TXN_00003762,CUST_000791,2034,Discover,2024-08-18,02:04:16,320.63,Toll Road,Transportation,4111,Greensboro,NC,TRM_808837,00,high_spender
TXN_00002242,CUST_000731,1831,Visa,2024-08-18,03:40:49,153.57,Dillard's,Department Store,5399,Brockton,MA,TRM_510357,00,conservative
TXN_00004908,CUST_000513,8393,Visa,2024-08-18,04:30:45,7.57,Target,Grocery,5499,Macon,GA,TRM_945199,00,high_spender
TXN_00002722,CUST_000604,8924,American Express,2024-08-18,04:32:36,206.59,Kroger,Grocery,5411,Wilmington,NC,TRM_910151,00,high_spender
TXN_00003318,CUST_000409,7965,American Express,2024-08-18,04:32:55,62.07,McDonald's,Restaurant,5814,Los Angeles,CA,TRM_337021,00,moderate
TXN_00004348,CUST_000767,5476,American Express,2024-08-18,09:12:35,6.01,Health Mart,Pharmacy,5122,Raleigh,NC,TRM_939143,00,conservative
TXN_00001885,CUST_000780,8254,American Express,2024-08-18,10:28:15,12.98,Chipotle,Restaurant,5814,Scottsdale,AZ,TRM_310342,00,high_spender
TXN_00001452,CUST_000685,7189,Discover,2024-08-18,11:53:18,234.19,Wegmans,Grocery,5411,Fayetteville,NC,TRM_941699,00,high_spender
TXN_00003117,CUST_000310,2409,Visa,2024-08-18,12:19:40,114.24,JCPenney,Department Store,5311,Elgin,IL,TRM_584301,00,conservative
TXN_00002756,CUST_000074,4770,Visa,2024-08-18,13:14:20,132.72,Gas Station ATM,ATM,6011,Toledo,OH,TRM_561546,65,conservative
TXN_00004505,CUST_000223,2492,Discover,2024-08-18,14:10:30,100.24,Macy's,Department Store,5399,Oakland,CA,TRM_166299,00,moderate
TXN_00001796,CUST_000392,7961,Discover,2024-08-18,15:28:11,73.26,BP,Gas Station,5542,Evanston,IL,TRM_527117,00,moderate
TXN_00001136,CUST_000699,9674,American Express,2024-08-18,15:32:19,333.19,Macy's,Department Store,5311,Buffalo,NY,TRM_797467,14,moderate
TXN_00001089,CUST_000375,7682,Visa,2024-08-18,16:44:06,38.23,Rite Aid,Pharmacy,5122,Winston-Salem,NC,TRM_553702,00,moderate
TXN_00000927,CUST_000484,1236,Discover,2024-08-18,17:58:16,243.23,Etsy,Online Retail,5999,Boston,MA,TRM_414334,05,moderate
TXN_00001562,CUST_000447,5206,Discover,2024-08-18,18:27:56,35.44,Safeway,Grocery,5499,Evanston,IL,TRM_164616,00,conservative
TXN_00001313,CUST_000166,4573,American Express,2024-08-18,18:33:53,151.58,Hilton,Hotel,3501,Fort Lauderdale,FL,TRM_107518,00,conservative
TXN_00002605,CUST_000576,9303,Visa,2024-08-18,20:08:13,40.37,McDonald's,Restaurant,5814,Grand Rapids,MI,TRM_162107,00,high_spender
TXN_00001317,CUST_000117,7980,Visa,2024-08-18,20:23:10,70.46,Bowling Alley,Entertainment,7832,Seattle,WA,TRM_687771,00,moderate
TXN_00002141,CUST_000402,2315,Discover,2024-08-18,20:24:36,181.71,Movie Theater,Entertainment,7832,Gilbert,AZ,TRM_883416,00,high_spender
TXN_00003981,CUST_000691,4446,Discover,2024-08-18,22:27:05,474.22,Saks,Department Store,5311,Warren,MI,TRM_553833,00,high_spender
TXN_00000767,CUST_000538,0384,Mastercard,2024-08-19,04:27:33,123.0,Pizza Hut,Restaurant,5814,Woodbridge,NJ,TRM_890825,00,moderate
TXN_00004143,CUST_000463,2880,Discover,2024-08-19,09:09:41,46.67,Mobil,Gas Station,5541,Renton,WA,TRM_795773,00,conservative
TXN_00003015,CUST_000568,8221,Discover,2024-08-19,14:07:32,188.69,Best Buy Online,Online Retail,5969,Gilbert,AZ,TRM_244462,00,conservative
TXN_00002886,CUST_000265,1694,Discover,2024-08-19,15:09:34,187.65,Wayfair,Online Retail,5999,Virginia Beach,VA,TRM_428130,00,conservative
TXN_00000659,CUST_000062,9914,Mastercard,2024-08-19,16:29:49,384.9,Best Buy Online,Online Retail,5999,Houston,TX,TRM_734544,00,moderate
TXN_00003632,CUST_000339,1157,Discover,2024-08-19,16:35:24,544.02,Credit Union ATM,ATM,6012,Tempe,AZ,TRM_775911,00,moderate
TXN_00000101,CUST_000538,6416,Mastercard,2024-08-19,16:49:40,171.37,Car Rental,Transportation,4121,Elizabeth,NJ,TRM_769324,00,moderate
TXN_00002422,CUST_000688,8598,American Express,2024-08-19,17:58:44,48.14,Target,Grocery,5499,Evanston,IL,TRM_393460,00,conservative
TXN_00003133,CUST_000421,6358,Visa,2024-08-19,18:41:12,45.0,Walgreens,Pharmacy,5122,Roswell,GA,TRM_990432,00,conservative
TXN_00001725,CUST_000494,9526,Mastercard,2024-08-19,18:57:19,144.1,Walmart.com,Online Retail,5969,Warren,MI,TRM_393827,00,conservative
TXN_00000303,CUST_000773,2980,Mastercard,2024-08-19,20:37:26,48.61,Costco,Grocery,5499,Athens,GA,TRM_248985,00,moderate
TXN_00001021,CUST_000265,2662,Discover,2024-08-19,21:41:52,16.31,Theme Park,Entertainment,7841,Newport News,VA,TRM_904602,00,conservative
TXN_00001870,CUST_000577,1733,Discover,2024-08-20,04:21:25,30.9,Wegmans,Grocery,5411,Hialeah,FL,TRM_992765,00,conservative
TXN_00001119,CUST_000142,2569,Discover,2024-08-20,06:27:48,91.13,Target,Grocery,5411,Cincinnati,OH,TRM_562495,00,conservative
TXN_00003651,CUST_000477,5867,Mastercard,2024-08-20,09:34:55,319.42,Walmart,Grocery,5499,Bethlehem,PA,TRM_156455,00,high_spender
TXN_00004934,CUST_000062,7755,Mastercard,2024-08-20,12:11:47,28.3,Whole Foods,Grocery,5499,Dallas,TX,TRM_759941,00,moderate
TXN_00003608,CUST_000657,6714,American Express,2024-08-20,12:48:01,159.83,Publix,Grocery,5411,Grand Rapids,MI,TRM_433956,00,high_spender
TXN_00001158,CUST_000490,3121,Visa,2024-08-20,13:58:17,2157.7,Medical Center,Healthcare,8011,Woodbridge,NJ,TRM_942687,00,high_spender
TXN_00002239,CUST_000242,1454,Discover,2024-08-20,15:18:47,564.61,Zappos,Online Retail,5969,Alexandria,VA,TRM_772073,00,high_spender
TXN_00002416,CUST_000176,6417,Visa,2024-08-20,15:32:58,108.43,Sheraton,Hotel,7011,Long Beach,CA,TRM_829175,00,moderate
TXN_00001204,CUST_000606,1803,American Express,2024-08-20,15:37:11,916.16,Apple Store,Electronics,5045,Worcester,MA,TRM_856536,00,conservative
TXN_00000333,CUST_000075,0898,Discover,2024-08-20,16:00:43,592.9,JCPenney,Department Store,5399,Erie,PA,TRM_131792,00,conservative
TXN_00004485,CUST_000754,6829,Discover,2024-08-20,16:21:30,76.17,Bloomingdale's,Department Store,5311,Allentown,PA,TRM_102687,00,moderate
TXN_00004103,CUST_000715,5931,Discover,2024-08-20,16:24:51,27.5,Sunoco,Gas Station,5542,Dayton,OH,TRM_423997,00,conservative
TXN_00003739,CUST_000228,8966,Mastercard,2024-08-20,16:44:37,440.84,Dental Office,Healthcare,8011,Macon,GA,TRM_396283,00,high_spender
TXN_00004817,CUST_000674,2544,American Express,2024-08-20,17:26:29,322.85,Etsy,Online Retail,5999,Dearborn,MI,TRM_464295,00,moderate
TXN_00004937,CUST_000034,1427,Visa,2024-08-20,18:32:27,120.49,Costco,Grocery,5499,Naperville,IL,TRM_200616,00,conservative
TXN_00001434,CUST_000135,8607,Visa,2024-08-20,18:32:45,80.8,Chipotle,Restaurant,5812,Phoenix,AZ,TRM_949103,00,conservative
TXN_00000706,CUST_000207,8870,Discover,2024-08-20,19:57:05,45.31,Domino's,Restaurant,5812,Syracuse,NY,TRM_915871,00,moderate
